time,open,high,low,close,tick_volume,spread,real_volume,SMA_10,RSI_14,EMA_20,VWAP_14,OBV,ATR_14
1698624000,34543.09,34876.72,34015.11,34447.75,173018,0,0,33091.456,78.12264142,31379.18401,,1.84467E+19,1096.161629
1698710400,34378.35,34733.66,34034.97,34639.27,174626,0,0,33552.097,78.72156483,31689.66839,,1.84467E+19,1067.770799
1698796800,34532.48,35481.81,34070.12,35329.15,164922,217,0,34098.938,80.7643699,32036.28569,,1.84467E+19,1092.336456
1698883200,35497.35,35977.65,34308.65,34918.11,221247,506,0,34435.54,76.0779494,32310.74514,,1.84467E+19,1133.526709
1698969600,34805.6,34978.63,34113.51,34636.86,172902,440,0,34536.182,72.95841373,32532.27989,,1.84467E+19,1114.354801
1699056000,34617.78,34960.85,34559.89,34767.04,124687,727,0,34545.006,73.50005598,32745.11419,,1.84467E+19,1063.39803
1699142400,34729.51,35333.4,34402.79,34669.02,165559,677,0,34593.135,72.32535839,32928.34331,,1.84467E+19,1053.91317
1699228800,34666.03,35370.27,34666.03,35009.8,170483,0,0,34714.406,73.88787522,33126.57728,,1.84467E+19,1028.936515
1699315200,34972.35,35917.71,34521.99,35519.38,168378,0,0,34853.005,76.0641536,33354.46326,,1.84467E+19,1055.135336
1699401600,35397.87,35929.37,35084.75,35585.54,164926,0,0,34952.192,76.33986659,33566.94676,,1.84467E+19,1040.098526
1699488000,35712.7,37997.05,35543.02,36529.44,219240,0,0,35160.361,79.89758693,33849.08897,,1.84467E+19,1141.093631
1699574400,36527.12,37467.12,36322.84,37348.08,195283,0,0,35431.242,82.37318493,34182.32621,,1.84467E+19,1141.321229
1699660800,37173.47,37511.43,36914.22,36986.74,153846,516,0,35597.001,77.8178638,34449.41324,,1.84467E+19,1102.456141
1699747200,36932.01,37241.33,36623.5,37179.76,175874,547,0,35823.166,78.50178566,34709.44626,,1.84467E+19,1067.839988
1699833600,37170.25,37437.15,36333.76,36514.37,181253,0,0,36010.917,70.43916951,34881.34376,,1.84467E+19,1070.379275
1699920000,36484,36759.5,34659.55,35587.78,196727,368,0,36092.991,61.03779587,34948.6234,,1.84467E+19,1143.920041
1700006400,35596.46,37858.42,35362.7,37645.47,202043,0,0,36390.636,70.46513447,35205.46594,,1.84467E+19,1240.477181
1700092800,37635.99,37978.28,35494.85,35977.37,197942,0,0,36487.393,58.17611755,35278.98061,,1.84467E+19,1329.259525
1700179200,36047.87,36818.74,35852.84,36390.37,168352,0,0,36574.492,60.03452317,35384.82722,,1.84467E+19,1303.305273
1700265600,36429.02,36852.37,36195.73,36566.81,107790,655,0,36672.619,60.8351756,35497.39701,,1.84467E+19,1257.114897
1700352000,36523.26,37088.37,36404.82,37019.4,100798,0,0,36721.615,62.88895951,35642.34967,,1.84467E+19,1216.145975
1700438400,36917.12,37776.59,36644.39,37420.79,137271,0,0,36728.886,64.65900185,35811.72494,,1.84467E+19,1210.149834
1700524800,37401.1,37670.45,36245.61,36834.56,170099,0,0,36713.668,60.14688984,35909.1378,,1.84467E+19,1225.484846
1700611200,36791.32,37867.31,35599.45,37606.64,177008,0,0,36756.356,63.73614093,36070.80468,,1.84467E+19,1299.940214
1700697600,37570.83,37759.43,36865.35,37248.93,159111,0,0,36829.812,60.99525395,36183.00709,,1.84467E+19,1270.950199
1700784000,37187.47,38442.37,37187.47,37839.31,163687,0,0,37054.965,63.76487509,36340.75023,,1.84467E+19,1269.803756
1700870400,37713.67,37912.1,37583.87,37825.59,113271,680,0,37072.977,63.65176001,36482.16354,,1.84467E+19,1202.548488
1700956800,37748.01,37846.85,37130.81,37647.83,108765,762,0,37240.023,62.11432988,36593.17939,,1.84467E+19,1167.797882
1701043200,37698.23,37780.12,36714.06,37026.87,159363,536,0,37303.673,56.94040858,36634.48326,,1.84467E+19,1160.53089
1701129600,36978.74,38409.87,36875.67,37990.09,168997,522,0,37446.001,62.20015262,36763.58866,,1.84467E+19,1187.221541
1701216000,37912.08,38498.12,37568.97,37716.12,153688,0,0,37515.673,59.9568109,36854.30593,,1.84467E+19,1168.787859
1701302400,37691.28,38148.07,37469.05,37737.12,125173,0,0,37547.306,60.07567277,36938.38346,,1.84467E+19,1133.804441
1701388800,37739.7,39002.55,37603.45,38852.05,153328,0,0,37749.055,65.86840521,37120.63742,,1.84467E+19,1152.754124
1701475200,38721.69,39768.14,38656.12,39603.26,119695,525,0,37948.717,69.11949321,37357.07766,,1.84467E+19,1149.844543
1701561600,39510.51,39849.87,39282.37,39719.84,120837,290,0,38195.808,69.60338115,37582.10265,,1.84467E+19,1108.248505
1701648000,39750.59,42159.87,39742.29,42030.15,195827,0,0,38614.892,77.22108783,38005.72621,,1.84467E+19,1203.375754
1701734400,41895.55,44219.19,41371.01,44029.71,194924,0,0,39235.304,81.53440296,38579.43895,,1.84467E+19,1320.861772
1701820800,43804.02,44503.63,43333.48,43801.27,195128,0,0,39850.648,79.67813878,39076.75619,,1.84467E+19,1310.096645
1701907200,43849.58,44051.39,42829.54,43374.36,194313,124,0,40485.397,76.18729586,39486.05179,,1.84467E+19,1303.793313
1701993600,43381.7,44754.62,43075.43,44376.02,184667,0,0,41123.99,78.5606937,39951.76305,,1.84467E+19,1330.607362
1702080000,44417.18,44420.28,43725.27,43995.12,119721,732,0,41751.89,75.47986013,40336.84466,,1.84467E+19,1285.207551
1702166400,43937.25,44057.62,43574.28,43797.77,146386,175,0,42357.955,73.86362556,40666.4566,,1.84467E+19,1227.931297
1702252800,43802.04,43895.39,40153.27,41054.67,203974,0,0,42578.217,55.93502682,40703.42931,,1.84467E+19,1407.516205
